source_file,row_idx,dt_time,target_id,anomaly_family,anomaly_type,change_summary
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1749,143430Z,PDT6051,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1652,134600Z,AAL2846,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1872,153600Z,ENY4208,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2161,180030Z,EDV5132,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2260,185000Z,DAL1317,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1917,155830Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2390,195500Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2723,224130Z,RPA4574,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1863,153130Z,RPA5788,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1310,105500Z,RPA4578,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2567,212330Z,EJA528,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,137,010830Z,AAL2242,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,915,073730Z,FDX1060,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,393,031630Z,CSB421,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,63,003130Z,RPA5769,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2361,194030Z,N325PE,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,877,071830Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1735,142730Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,120,010000Z,DAL1604,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2837,233830Z,UCA4865,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1817,150830Z,EDV5129,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,236,015800Z,ENY4054,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1955,161730Z,FDX851,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,467,035330Z,CSB421,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1204,100200Z,RPA4578,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,355,025730Z,MTN7538,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1220,101000Z,RPA5854,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,440,034000Z,UPS1271,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1885,154230Z,AAL2846,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1710,141500Z,RPA4419,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1358,111900Z,ENY3965,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2089,172430Z,GJS4508,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1697,140830Z,AAL2846,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1781,145030Z,DAL1847,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2246,184300Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2095,172730Z,JRE751,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,370,030500Z,FDX1249,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2331,192530Z,N620NG,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2550,211500Z,DAL2539,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,717,055830Z,FDX1042,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2580,213000Z,AAL3133,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1518,123900Z,DAL3018,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2575,212730Z,EDV4964,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2254,184700Z,RKJ917,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1820,151000Z,EDV5129,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2055,170730Z,RVJ412,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2283,190130Z,GJS4171,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,117,005830Z,N313SJ,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1878,153900Z,N829LR,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1340,111000Z,ENY3640,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1759,143930Z,ENY4208,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,537,042830Z,MXY859,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2744,225200Z,AAL2762,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1957,161830Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1985,163230Z,ENY3425,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2775,230730Z,ENY3939,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1321,110030Z,JIA5107,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2243,184130Z,DAL3060,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2690,222500Z,AAL2762,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2116,173800Z,LXJ345,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,466,035300Z,ABX2047,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1817,150830Z,AAL2846,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1476,121800Z,UPS5277,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,163,012130Z,PDT5945,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1270,103500Z,DAL2241,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,745,061230Z,FDX1042,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,101,005030Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,348,025400Z,ENY3648,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2542,211100Z,AAL3133,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2695,222730Z,ENY3939,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2827,233330Z,AAL2762,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1890,154500Z,N107US,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2236,183800Z,DAL3060,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2626,215300Z,AAL3133,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,970,080500Z,FDX1073,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2264,185200Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,410,032500Z,CSB421,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,275,021730Z,FDX1248,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,290,022500Z,DAL1604,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2077,171830Z,N481QS,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2563,212130Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,820,065000Z,LBQ825,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2846,234300Z,RPA5617,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2799,231930Z,AAL2242,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,773,062630Z,FDX1042,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2798,231900Z,ENY3939,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,23,001130Z,N82DG,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2090,172500Z,GJS4508,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1810,150500Z,UCA4972,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2518,205900Z,AAL3133,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2674,221700Z,N35JB,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2797,231830Z,ENY3939,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1839,151930Z,RPA3571,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1687,140330Z,AAL2846,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1949,161430Z,FDX851,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2429,201430Z,N586WH,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,202,014100Z,DAL1617,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1679,135930Z,AAL2846,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1022,083100Z,MTN8505,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1529,124430Z,EJA671,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,455,034730Z,CSB421,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2663,221130Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1377,112830Z,AAL1716,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2314,191700Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2454,202700Z,N107US,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1436,115800Z,None,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,69,003430Z,PDT6002,Runway Safety / Surface Movement,Runway without clearance,Runway without clearance
